 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO58818,HUUS,MAYO,18/5/2026,30/5/2026,SI,NANCY FUENTES,ADRIANA CABALLERO,FRANCISCO VILLATORO,MINERA REAL DE ANGELES,"HUUS, SIS-50-10-ilimitado, MINERA REAL DE ANGELES, SITIO: CORONEL 2 , ZAC","[SO58818] HUUS, SIS-50-10-ilimitado, MINERA REAL DE ANGELES","5,500",,"5,500",SÍ,SÍ,SÍ,SATELITAL,SATELITAL,50,OFF,Starlink,12,EMPRESARIAL,VENTA DIRECTA,UPSALE,SÍ,"66,000.00",ODC,,,,,
SO55324,XCIEN,MAYO,18/5/2026,,,EDWIN GARZA,DANIEL GONZÁLEZ,,CENTRO DE INSPECCION FITOZOOSANITARIO ACCESSA,"Sandur, SVOZ-SIPT-N2P, CENTRO DE INSPECCION FITOZOOSANITARIO ACCESSA, Sitio: Altamira",,638,,638,SÍ,NO,NO,SERVICIOS ADMINISTRADOS,TELEFONÍA,,OFF,N2P,12,EMPRESARIAL,EAC,MIGRACIÓN,NO,"7,656.00",NO,,,,,
SO58811,XCIEN,MAYO,18/5/2026,,,CECILIA NUÑEZ,OSCAR RIVERA,,"COMISARIA DE SEGURIDAD Y PROTECCION CIUDADANA DEL MUNICIPIO DE SALTILLO, COAHUILA DE ZARAGOZA","Sandur, SST-S, COMISARIA DE SEGURIDAD Y PROTECCION CIUDADANA DEL MUNICIPIO DE SALTILLO, COAHUILA DE ZARAGOZA, Oficinas Principales C2",,0,,0,SÍ,NO,NO,,,,N/A,,,GOBIERNO,OTRO,VENTA DE EQUIPO,NO,0.00,NO,,,,,oportunidad para instalar el grupo 3 de camaras urbanas
SO58284,XCIEN,MAYO,19/5/2026,,,CECILIA NUÑEZ,JORGE DE LA GARZA,JONATHAN TORRES,GAIM REGIOMONTANA,"Sandur, SIMPS-50, GAIM REGIOMONTANA, Sitio: Apodaca","[SO58284] Sandur, SIMPS-50, GAIM REGIOMONTANA","1,400",,"1,400",SÍ,NO,NO,PYME,PYME,50,ON,Rojas,24,EMPRESARIAL,VENTA DIRECTA,UPGRADE,SÍ,"33,600.00",ODC,,,,,
SO58820,HUUS,MAYO,19/5/2026,,,,FRANCISCO VILLATORO,,,,,0,,0,NO,NO,NO,,,,N/A,,,EMPRESARIAL,EAC,CAMBIO RAZÓN SOCIAL,NO,0.00,SÍ,,,,,Se confirma venta para poder facturar el servicio con la nueva razón social
SO55481,XCIEN,MAYO,19/5/2026,,,EDWIN GARZA,IRIS RAMÍREZ,, MAQROMAQ,"Sandur, SVOZ-SIPT-N2P, MAQROMAQ , MAQRO / Sitio: Concordia Bodega 8",,"1,914",,"1,914",SÍ,NO,NO,SERVICIOS ADMINISTRADOS,TELEFONÍA,,OFF,N2P,24,EMPRESARIAL,EAC,MIGRACIÓN,NO,"45,936.00",SÍ,,,,,Migración de AIISA a N2P
SO58738,LUMINET,MAYO,20/5/2026,,,FRANCISCO ALDAY,OSCAR RIVERA,,COMISION ESTATAL DE AGUAS Y SANEAMIENTO DE COAHUILA,"Luminet, SCET-AP, COMISION ESTATAL DE AGUAS Y SANEAMIENTO DE COAHUILA, Piso 2 Centro de Gobierno",,,"5,871","5,871",SÍ,NO,NO,,,,N/A,,,GOBIERNO,OTRO,VENTA DE EQUIPO,NO,0.00,NO,,,,,
SO58883,LUMINET,MAYO,20/5/2026,21/5/2026,SI,SERGIO ABREGO,FELIPE CAZARES,DANIEL GONZÁLEZ,BACKBONE TECHNOLOGIES,"Sandur, SIMP-30, BACKBONE TECHNOLOGIES, SITIO TRANSPORTES COLORADO","[SO58883] Sandur, SIMP-30, BACKBONE TECHNOLOGIES","2,200",,"2,200",SÍ,SÍ,SÍ,PYME,PYME,30,ON,Rep Derramadero,24,EMPRESARIAL,VENTA DIRECTA,UPSALE,SÍ,"52,800.00",SÍ,,,,,
SO58544,XCIEN,MAYO,20/5/2026,,,EDWIN GARZA,ALEJANDRA TELLEZ,,BH INSTALACIONES Y SERVICIOS BUENTELLO,"Sandur, SSIT, BH INSTALACIONES Y SERVICIOS BUENTELLO, PLANTA MONTEMORELOS",,,"5,935","5,935",SÍ,SÍ,NO,,,,N/A,,,OTRO,DISTRIBUIDOR,VENTA DE EQUIPO,NO,0.00,NO,,,,,Solamente se confirma la venta
SO58742,XCIEN,MAYO,20/5/2026,25/5/2026,SI,CECILIA NUÑEZ,GERARDO DE LA GARZA,IRIS RAMÍREZ,CENTRAL DE DROGAS,"Sandur, SIDP-200, CENTRAL DE DROGAS, SITIO LA PERLA","[SO58742] Sandur, SIDP-200, CENTRAL DE DROGAS","2,500",,"2,500",SÍ,NO,NO,DEDICADO,DEDICADO,200,ON,Naucalpan,36,EMPRESARIAL,VENTA DIRECTA,UPGRADE,SÍ,"90,000.00",SÍ,,,,,
SO58872,XCIEN,MAYO,20/5/2026,,,EDWIN GARZA,IRIS RAMÍREZ,,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, CDD, FOMENTO EMPRESARIAL INMOBILIARIO, BO BUENA VISTA 5 (EL CARMEN)",,,0,0,SÍ,NO,NO,,,,ON,El Carmen,,EMPRESARIAL,EAC,CAMBIO DE DOMICILIO,NO,0.00,NO,,,,,
SO58877,LUMINET,MAYO,21/5/2026,,,CECILIA NUÑEZ,OSCAR RIVERA,,GOBIERNO DEL ESTADO DE COAHUILA DE ZARAGOZA  ( ORQUESTA FILARMONICA DEL DESIERTO ),"Luminet, SIEV-20-1, GOBIERNO DEL ESTADO DE COAHUILA DE ZARAGOZA  ( ORQUESTA FILARMONICA DEL DESIERTO ), Teatro de la ciudad 5 2026",,,0,0,SÍ,NO,NO,DEDICADO,EVENTUAL,20,ON,Jolla,,GOBIERNO,OTRO,EVENTUAL,NO,0.00,NO,,,,,
SO58897,XCIEN,MAYO,21/5/2026,,,FRANCISCO ALDAY,OSCAR RIVERA,,"COMISARIA DE SEGURIDAD Y PROTECCION CIUDADANA DEL MUNICIPIO DE SALTILLO, COAHUILA DE ZARAGOZA","Sandur, SST-S, COMISARIA DE SEGURIDAD Y PROTECCION CIUDADANA DEL MUNICIPIO DE SALTILLO, COAHUILA DE ZARAGOZA, C2 SALTILLO",,,0,0,SÍ,NO,NO,,,,N/A,,,GOBIERNO,OTRO,VENTA DE EQUIPO,NO,0.00,NO,,,,,Instalación de 5 cámaras más relacionadas al proyecto de comisarías
SO58876,XCIEN,MAYO,21/5/2026,27/5/2026,SI,NANCY FUENTES,CLAUDIA NIETO,LEONARDO RODRÍGUEZ,SERGIO HERNANDEZ TRISTAN,"Sandur, SID-10, SERGIO HERNANDEZ TRISTAN, SITIO LAS MERCEDES",,0,,0,SÍ,NO,NO,DEDICADO,DEDICADO,10,ON,Carretera 57,,OTRO,OTRO,CORTESÍA,NO,0.00,NO,,,,,Cortesía adicional al arrendador de la RB Carretera 57
SO50591,HUUS,MAYO,22/5/2026,,,NANCY FUENTES,ADRIANA CABALLERO,FRANCISCO VILLATORO,SERVICIOS MEDICOS Y LABORATORIO,"HUUS, SIDP-30, SERVICIOS MEDICOS Y LABORATORIOS, Sitio: Narvarte, Benito Juárez Cdmx","[Offnet:SO50591] HUUS, SIDP-30, SERVICIOS MEDICOS Y LABORATORIOS","6,950",,"6,950",NO,SÍ,SÍ,DEDICADO,DEDICADO,30,OFF,BBS RED,12,EMPRESARIAL,VENTA DIRECTA,PRIMERA VENTA,SÍ,"83,400.00",SÍ,,,,,
SO58773,XCIEN,MAYO,22/5/2026,,,CECILIA NUÑEZ,IRIS RAMÍREZ,,ARMANDO NICOLAS RODRIGUEZ CISNEROS,"Sandur, SIMP-20, ARMANDO NICOLAS RODRIGUEZ CISNEROS, SITIO: Plaza Tapatía 185",,-640,,-640,SÍ,NO,NO,PYME,PYME,20,ON,Saltillo Oriente,12,EMPRESARIAL,EAC,DECREMENTO,NO,"-7,680.00",SÍ,,,,,Renovación
SO58936,LUMINET,MAYO,25/5/2026,,,CECILIA NUÑEZ,OSCAR RIVERA,,LUMINET WAN,"Luminet, SIDP-20, LUMINET WAN, VILLA COLONIAL",,0,,0,SÍ,NO,NO,DEDICADO,DEDICADO,20,ON,Loft,,GOBIERNO,OTRO,MIGRACIÓN,NO,0.00,NO,,,,,Se cambia de tecnología tarana a microtik
SO58063,LUMINET,MAYO,25/5/2026,,,CECILIA NUÑEZ,ROSA SOLÍS,LEONARDO RODRÍGUEZ,NEESE DE MEXICO,"Luminet, SIDP-300, NEESE DE MEXICO, SITIO: NEESE DE MÉXICO//","[SO58063] Luminet, SIDP-300, NEESE DE MEXICO","7,750",,"7,750",SÍ,NO,NO,DEDICADO,DEDICADO,300,ON,Piedras Negras,36,EMPRESARIAL,VENTA DIRECTA,UPGRADE,SÍ,"279,000.00",SÍ,,,,,Se va a entregar 300mb por FO con una redundancia de 100 mb por MO
SO58882,HUUS,MAYO,25/5/2026,,,NANCY FUENTES,ANA GARZA,,MARIA DEL CARMEN DE LA GARZA,"HUUS, SIMP-20, MARIA DEL CARMEN DE LA GARZA MORALES, Sitio: Casa",,-399,,-399,SÍ,NO,NO,PYME,PYME,20,ON,Santa Isabel,24,EMPRESARIAL,EAC,DECREMENTO,NO,"-9,576.00",SÍ,,,,,Decremento de costo por renovación
SO58874,HUUS,MAYO,25/5/2026,,,NANCY FUENTES,FRANCISCO VILLATORO,,I.N.G.E.T.E.K.N.O.S. ESTRUCTURALES,"HUUS, SIDP-100, I.N.G.E.T.E.K.N.O.S. ESTRUCTURALES, SITIO GARCIA",,0,,0,SÍ,NO,NO,DEDICADO,DEDICADO,100,ON,Mitras,36,EMPRESARIAL,EAC,DEMO,NO,0.00,NO,,,,,Se hara incremento a cliente por 15 días para prueba de servicio
SO58907,HUUS,MAYO,25/5/2026,26/5/2026,SI,NANCY FUENTES,RAFAEL PÉREZ,FRANCISCO VILLATORO,GRUPO IYOLIC,"HUUS, SIDP-50, GRUPO IYOLIC, SITIO: TEPOTZOTLAN BODEGA 2","[SO58907] HUUS, SIDP-50, GRUPO IYOLIC","3,100",,"3,100",SÍ,NO,NO,DEDICADO,DEDICADO,50,ON,Coyotepec,36,EMPRESARIAL,VENTA DIRECTA,UPGRADE,SÍ,"111,600.00",SÍ,,,,,
SO58976,XCIEN,MAYO,26/5/2026,,,FRANCISCO ALDAY,OSCAR RIVERA,,"COMISARIA DE SEGURIDAD Y PROTECCION CIUDADANA DEL MUNICIPIO DE SALTILLO, COAHUILA DE ZARAGOZA","Sandur, SST-S, COMISARIA DE SEGURIDAD Y PROTECCION CIUDADANA DEL MUNICIPIO DE SALTILLO, COAHUILA DE ZARAGOZA, C2 SALTILLO",,,0,0,SÍ,NO,NO,,,,N/A,,,GOBIERNO,OTRO,VENTA DE EQUIPO,NO,0.00,NO,,,,,oportunidad para instalar el grupo 3 de camaras urbanas
SO58971,HUUS,MAYO,26/5/2026,,,NANCY FUENTES,GERARDO DE LA PUENTE,FRANCISCO VILLATORO, PLASTIHOME WL,"HUUS, SST-R, PLASTIHOME WL, SITIO TEPOTZOTLAN",,,0,0,SÍ,NO,NO,,,,N/A,,,EMPRESARIAL,VENTA DIRECTA,VENTA DE EQUIPO,NO,0.00,NO,,,,,Cambio de marcación para el cliente sin costo
SO58576,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,PEDRO MARTÍNEZ,LEONARDO RODRÍGUEZ,"KINGSPAN INSULATED PANELS,","SIDP-500, KINGSPAN INSULATED PANELS, SITIO: PABELLON M","[SO58576] Sandur, SIDP-500, KINGSPAN INSULATED PANELS","10,000",,"10,000",SÍ,NO,NO,DEDICADO,DEDICADO,500,ON,Pabellon M,36,EMPRESARIAL,VENTA DIRECTA,UPGRADE,SÍ,"360,000.00",SÍ,,,,,
SO58578,XCIEN,MAYO,27/5/2026,28/5/2026,SI,EDWIN GARZA,JONATHAN TORRES,,PINTURAS BEREL,"Sandur, SIDP-50, PINTURAS BEREL, SITIO BEREL EDIFICIO VAO",,"-2,700",,"-2,700",SÍ,NO,NO,DEDICADO,DEDICADO,50,ON,Nimiw,36,EMPRESARIAL,EAC,DECREMENTO,NO,"-97,200.00",SÍ,,,,,Incremento de velocidad sin incremento de costo por renovación de servicio
SO52103,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,PEDRO PAEZ,,AGUIRRE EXPRESS REFRIGERADOS,"Sandur, SIDP-50, AGUIRRE EXPRESS REFRIGERADOS, CARR. A SALINAS VICTORIA KM. 6, #585, 65500 SALINAS VICTORIA, N.L.","[SO52103] Sandur, SIDP-50, AGUIRRE EXPRESS REFRIGERADOS","5,000",,"5,000",NO,SÍ,SÍ,DEDICADO,DEDICADO,50,ON,Norte,36,EMPRESARIAL,VENTA DIRECTA,PRIMERA VENTA,SÍ,"180,000.00",SÍ,,,,,
SO57718,LUMINET,MAYO,27/5/2026,30/5/2026,SI,FRANCISCO ALDAY,JULIO PUENTE,,PUBLICIDAD Y EVENTOS FILM,"Luminet, SIEV-100, PUBLICIDAD Y EVENTOS FILM, UAdeC Arteaga","[SO57718], Luminet, SIEV-100, PUBLICIDAD Y EVENTOS FILM",,"38,590","38,590",NO,SÍ,NO,DEDICADO,EVENTUAL,100,ON,Saltillo Oriente,,EMPRESARIAL,VENTA DIRECTA,EVENTUAL,NO,0.00,NO,,,,,Eventual del 1 al 4 de junio
SO58406,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,JAIME GARZA,,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, SIDP-50, FOMENTO EMPRESARIAL INMOBILIARIO, CV Ankara Queretaro","[Offnet:SO58406] Sandur, SIDP-50, FOMENTO EMPRESARIAL INMOBILIARIO","6,271",,"6,271",SÍ,NO,SÍ,DEDICADO,DEDICADO,50,ON,NOC NetBIT,36,EMPRESARIAL,VENTA DIRECTA,UPSALE,SÍ,"225,756.00",SÍ,,,,,
SO58868,HUUS,MAYO,27/5/2026,,,,ANA GARZA,,CONCRETOS TECNICOS DE MEXICO,,,"3,200",,"3,200",SÍ,NO,NO,,,,N/A,,36,EMPRESARIAL,EAC,RENOVACIÓN,NO,"115,200.00",SÍ,,,,,
SO58863,HUUS,MAYO,27/5/2026,,,,ANA GARZA,,CONCRETOS TECNICOS DE MEXICO,,,"3,200",,"3,200",SÍ,NO,NO,,,,N/A,,36,EMPRESARIAL,EAC,RENOVACIÓN,NO,"115,200.00",SÍ,,,,,
SO58867,HUUS,MAYO,27/5/2026,,,,ANA GARZA,,CONCRETOS TECNICOS DE MEXICO,,,"4,348",,"4,348",SÍ,NO,NO,,,,N/A,,36,EMPRESARIAL,EAC,RENOVACIÓN,NO,"156,528.00",SÍ,,,,,
SO58869,HUUS,MAYO,27/5/2026,,,,ANA GARZA,,CONCRETOS TECNICOS DE MEXICO,,,"4,328",,"4,328",SÍ,NO,NO,,,,N/A,,36,EMPRESARIAL,EAC,RENOVACIÓN,NO,"155,808.00",SÍ,,,,,
SO58822,XCIEN,MAYO,27/5/2026,,,EDWIN GARZA,JONATHAN TORRES,,TODO EMPAQUE EF,"Sandur, CDD, TODO EMPAQUE EF , BODEGA ESCOBEDO",,,0,0,SÍ,NO,NO,,,,N/A,,,EMPRESARIAL,EAC,CAMBIO DE DOMICILIO,NO,0.00,NO,,,,,Sin costo por incremento de la cuenta
SO57838,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,DAVID REYES,,FRATERNA ADMINISTRADORA DE PROYECTOS,"Sandur, SA-WIFI-A, FRATERNA ADMINISTRADORA DE PROYECTOS, Semillero Purisima","[SO57838] Sandur, SA-WIFI-A, FRATERNA ADMINISTRADORA DE PROYECTOS","19,500","148,776","168,276",NO,SÍ,SÍ,SERVICIOS ADMINISTRADOS,WIFI ADMINISTRADO,,ON,Purisima,12,EMPRESARIAL,VENTA DIRECTA,PRIMERA VENTA,SÍ,"234,000.00",SÍ,,,,,Se pasa a habilitarsin CSF actualizada y estando ambos servicios en la misma oportunidad
SO58823,HUUS,MAYO,27/5/2026,,,NANCY FUENTES,FRANCISCO VILLATORO,,PROYECTOS AGRICOLAS,"HUUS, CDD, PROYECTOS AGRICOLAS, SITIO BENJAMIN FRANKLIN",,,"2,990","2,990",SÍ,NO,NO,,,,N/A,,,EMPRESARIAL,EAC,CAMBIO DE DOMICILIO,NO,0.00,NO,,,,,
SO57787,HUUS,MAYO,27/5/2026,,,NANCY FUENTES,RAFAEL PÉREZ,,DPS GESTION DOCUMENTAL,"HUUS, HWiFi-eero, DPS GESTION DOCUMENTAL, SITIO:  Toluca 2000",,,"1,490","1,490",SÍ,NO,NO,SERVICIOS ADMINISTRADOS,WIFI ADMINISTRADO,,N/A,,,EMPRESARIAL,VENTA DIRECTA,VENTA DE EQUIPO,NO,0.00,NO,,,,,
SO58655,HUUS,MAYO,27/5/2026,,,,ANA GARZA,,LEONARDO RODRIGUEZ PARAS,,,"1,188",,"1,188",SÍ,NO,NO,,,,N/A,,18,EMPRESARIAL,EAC,RENOVACIÓN,NO,"21,384.00",ODC,,,,,
SO58961,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,JAIME GARZA,IRIS RAMÍREZ,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, SIE-100x30-500G, FOMENTO EMPRESARIAL INMOBILIARIO, SITIO BO SORRENTO","[SO58961] Sandur, SIE-100x30-500G, FOMENTO EMPRESARIAL INMOBILIARIO","5,899",,"5,899",SÍ,NO,SÍ,SATELITAL,SATELITAL,100,OFF,Starlink,36,EMPRESARIAL,VENTA DIRECTA,UPSALE,SÍ,"212,364.00",ODC,,,,,
SO58962,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,JAIME GARZA,IRIS RAMÍREZ,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, SSA-40F-UTP, FOMENTO EMPRESARIAL INMOBILIARIO, SITIO BO SORRENTO",,0,,0,SÍ,NO,NO,SERVICIOS ADMINISTRADOS,HILLSTONE,,ON,,36,EMPRESARIAL,VENTA DIRECTA,VENTA DE EQUIPO,NO,0.00,ODC,,,,,
SO56842,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,JAIME GARZA,IRIS RAMÍREZ,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, SIE-100x30-500G, FOMENTO EMPRESARIAL INMOBILIARIO, SITIO GENOVA","[SO56842] Sandur, SIE-100x30-500G, FOMENTO EMPRESARIAL INMOBILIARIO","5,899",,"5,899",SÍ,NO,SÍ,SATELITAL,SATELITAL,100,OFF,Starlink,36,EMPRESARIAL,VENTA DIRECTA,UPSALE,SÍ,"212,364.00",ODC,,,,,
SO56839,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,JAIME GARZA,IRIS RAMÍREZ,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, SIE-100x30-500G, FOMENTO EMPRESARIAL INMOBILIARIO, CV Balkan Qro.","[SO56839] Sandur, SIE-100x30-500G, FOMENTO EMPRESARIAL INMOBILIARIO","5,899",,"5,899",SÍ,NO,SÍ,SATELITAL,SATELITAL,100,OFF,Starlink,36,EMPRESARIAL,VENTA DIRECTA,UPSALE,SÍ,"212,364.00",ODC,,,,,
SO56841,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,JAIME GARZA,IRIS RAMÍREZ,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, SSA-40F-UTP, FOMENTO EMPRESARIAL INMOBILIARIO, CV Balkan Qro.",,0,,0,SÍ,NO,NO,SERVICIOS ADMINISTRADOS,HILLSTONE,,ON,,36,EMPRESARIAL,VENTA DIRECTA,VENTA DE EQUIPO,NO,0.00,ODC,,,,,
SO56838,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,JAIME GARZA,IRIS RAMÍREZ,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, SSA-40F-UTP, FOMENTO EMPRESARIAL INMOBILIARIO, CV VALENCIA",,0,,0,SÍ,NO,NO,SERVICIOS ADMINISTRADOS,HILLSTONE,,ON,,36,EMPRESARIAL,VENTA DIRECTA,VENTA DE EQUIPO,NO,0.00,ODC,,,,,
SO56835,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,JAIME GARZA,IRIS RAMÍREZ,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, SIE-100x30-500G, FOMENTO EMPRESARIAL INMOBILIARIO, CV Ankara Queretaro..","[SO56835] Sandur, SIE-100x30-500G, FOMENTO EMPRESARIAL INMOBILIARIO","5,899",,"5,899",SÍ,NO,SÍ,SATELITAL,SATELITAL,100,OFF,Starlink,36,EMPRESARIAL,VENTA DIRECTA,UPSALE,SÍ,"212,364.00",ODC,,,,,
SO56836,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,JAIME GARZA,IRIS RAMÍREZ,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, SSA-40F-UTP, FOMENTO EMPRESARIAL INMOBILIARIO, CV Ankara Queretaro..",,0,,0,SÍ,NO,NO,SERVICIOS ADMINISTRADOS,HILLSTONE,,ON,,36,EMPRESARIAL,VENTA DIRECTA,VENTA DE EQUIPO,NO,0.00,ODC,,,,,
SO56822,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,JAIME GARZA,IRIS RAMÍREZ,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, SIE-100x30-500G, FOMENTO EMPRESARIAL INMOBILIARIO, SITIO LENNA QUERÉTARO","[SO56822] Sandur, SIE-100x30-500G, FOMENTO EMPRESARIAL INMOBILIARIO","5,899",,"5,899",SÍ,NO,SÍ,SATELITAL,SATELITAL,100,OFF,Starlink,36,EMPRESARIAL,VENTA DIRECTA,UPSALE,SÍ,"212,364.00",ODC,,,,,
SO56823,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,JAIME GARZA,IRIS RAMÍREZ,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, SSA-40F-UTP, FOMENTO EMPRESARIAL INMOBILIARIO, SITIO LENNA QUERÉTARO",,0,,0,SÍ,NO,NO,SERVICIOS ADMINISTRADOS,HILLSTONE,,ON,,36,EMPRESARIAL,VENTA DIRECTA,VENTA DE EQUIPO,NO,0.00,ODC,,,,,
SO56804,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,JAIME GARZA,IRIS RAMÍREZ,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, SSA-40F-UTP, FOMENTO EMPRESARIAL INMOBILIARIO, SITIO CV ANTALIA",,0,,0,SÍ,NO,NO,SERVICIOS ADMINISTRADOS,HILLSTONE,,ON,,36,EMPRESARIAL,VENTA DIRECTA,VENTA DE EQUIPO,NO,0.00,ODC,,,,,
SO56800,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,JAIME GARZA,IRIS RAMÍREZ,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, SIE-100x30-500G, FOMENTO EMPRESARIAL INMOBILIARIO, CV ZEVANA","[SO56800] Sandur, SIE-100x30-500G, FOMENTO EMPRESARIAL INMOBILIARIO","5,899",,"5,899",SÍ,NO,SÍ,SATELITAL,SATELITAL,100,OFF,Starlink,36,EMPRESARIAL,VENTA DIRECTA,UPSALE,SÍ,"212,364.00",ODC,,,,,
SO56803,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,JAIME GARZA,IRIS RAMÍREZ,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, SSA-40F-UTP, FOMENTO EMPRESARIAL INMOBILIARIO, CV ZEVANA",,0,,0,SÍ,NO,NO,SERVICIOS ADMINISTRADOS,HILLSTONE,,ON,,36,EMPRESARIAL,VENTA DIRECTA,VENTA DE EQUIPO,NO,0.00,ODC,,,,,
SO56796,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,JAIME GARZA,IRIS RAMÍREZ,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, SIE-100x30-500G, FOMENTO EMPRESARIAL INMOBILIARIO, CV ZENICA","[SO56796] Sandur, SIE-100x30-500G, FOMENTO EMPRESARIAL INMOBILIARIO","5,899",,"5,899",SÍ,NO,SÍ,SATELITAL,SATELITAL,100,OFF,Starlink,36,EMPRESARIAL,VENTA DIRECTA,UPSALE,SÍ,"212,364.00",ODC,,,,,
SO56797,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,JAIME GARZA,IRIS RAMÍREZ,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, SSA-40F-UTP, FOMENTO EMPRESARIAL INMOBILIARIO, CV ZENICA",,0,,0,SÍ,NO,NO,SERVICIOS ADMINISTRADOS,HILLSTONE,,ON,,36,EMPRESARIAL,VENTA DIRECTA,VENTA DE EQUIPO,NO,0.00,ODC,,,,,
SO56792,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,JAIME GARZA,IRIS RAMÍREZ,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, SIE-100x30-500G, FOMENTO EMPRESARIAL INMOBILIARIO, CV Santa Luz","[SO56792] Sandur, SIE-100x30-500G, FOMENTO EMPRESARIAL INMOBILIARIO","5,899",,"5,899",SÍ,NO,SÍ,SATELITAL,SATELITAL,100,OFF,Starlink,36,EMPRESARIAL,VENTA DIRECTA,UPSALE,SÍ,"212,364.00",ODC,,,,,
SO56793,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,JAIME GARZA,IRIS RAMÍREZ,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, SSA-40F-UTP, FOMENTO EMPRESARIAL INMOBILIARIO, CV Santa Luz",,0,,0,SÍ,NO,NO,SERVICIOS ADMINISTRADOS,HILLSTONE,,ON,,36,EMPRESARIAL,VENTA DIRECTA,VENTA DE EQUIPO,NO,0.00,ODC,,,,,
SO56790,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,JAIME GARZA,IRIS RAMÍREZ,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, SIE-100x30-500G, FOMENTO EMPRESARIAL INMOBILIARIO, CV Nayenh Qro.","[SO56790] Sandur, SIE-100x30-500G, FOMENTO EMPRESARIAL INMOBILIARIO","5,899",,"5,899",SÍ,NO,SÍ,SATELITAL,SATELITAL,100,OFF,Starlink,36,EMPRESARIAL,VENTA DIRECTA,UPSALE,SÍ,"212,364.00",ODC,,,,,
SO56791,XCIEN,MAYO,27/5/2026,,,KEVIN TORRES,JAIME GARZA,IRIS RAMÍREZ,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, SSA-40F-UTP, FOMENTO EMPRESARIAL INMOBILIARIO, CV Nayenh Qro.",,0,,0,SÍ,NO,NO,SERVICIOS ADMINISTRADOS,HILLSTONE,,ON,,36,EMPRESARIAL,VENTA DIRECTA,VENTA DE EQUIPO,NO,0.00,ODC,,,,,
SO58996,XCIEN,MAYO,28/5/2026,,,FRANCISCO ALDAY,OSCAR RIVERA,,,"Sandur, SST-S, COMISARIA DE SEGURIDAD Y PROTECCION CIUDADANA DEL MUNICIPIO DE SALTILLO, COAHUILA DE ZARAGOZA, Oficinas Principales C2",,0,,0,SÍ,NO,NO,,,,N/A,,,GOBIERNO,OTRO,VENTA DE EQUIPO,NO,0.00,NO,,,,,Instalación de 9 cámaras más al proyecto de comisarías.
SO59011,XCIEN,MAYO,28/5/2026,,,KEVIN TORRES,JAIME GARZA,IRIS RAMÍREZ,FOMENTO EMPRESARIAL INMOBILIARIO,"Sandur, INST-T-TZ30-21, FOMENTO EMPRESARIAL INMOBILIARIO, BO ROMANA",,,"31,643","31,643",SÍ,NO,NO,,,,OFF,,,EMPRESARIAL,VENTA DIRECTA,VENTA DE EQUIPO,NO,0.00,ODC,,,,,
